City,PM2_5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI_Bucket
Delhi,318.66,447.61,13.26,57.6,45.76,41.38,1.73,14.72,78.23,5.06,31.21,0.22,Severe
Kolkata,97.23,187.43,19.93,55.83,75.66,25.64,0.95,12.96,22.52,34.5,42.28,3.57,Poor
Visakhapatnam,50.25,118.75,2.77,41.23,24.15,10.9,0.79,8.48,114,3.75,8.98,3.05,Moderate
Visakhapatnam,18.5,55.25,8.98,26.6,21.45,7.3,0.11,0.5,15.95,2.35,6.78,2.1,Satisfactory
Patna,280.82,313.85,128.24,54.78,181.26,27.88,4.63,8.9,9.75,7.55,5.25,11.62,Very Poor
Delhi,343.43,537.14,192.7,137.54,174.63,83.46,5.95,38.91,112.36,13.69,56.23,3.55,Severe
Hyderabad,10.4,22.6,2.03,12.17,8.12,8.78,0.32,7.47,16.22,0.17,0.5,0.04,Good
Kolkata,10.16,27.32,5.22,7.87,13.16,6.88,0.35,5.63,29.99,1.01,11.2,0.24,Good
Delhi,248.1,363.78,56.39,62.63,84.83,47,1.71,12.1,19.74,8.06,47.32,0.56,Severe
Kolkata,112.96,205.02,25.26,41.43,66.58,29.3,1.74,25.1,5.16,33.62,38.81,1.71,Poor
Chandigarh,69.18,164.57,16.74,24.84,26.88,28.04,0.92,6.64,10.54,9.3,0.29,0.66,Moderate
Delhi,53.44,81.66,6.29,35.48,40.9,28.85,4.46,8.32,62.72,2.08,6.06,1.78,Poor
Kolkata,101.14,185.84,14.15,39.28,53.4,31.35,0.59,7.79,15.22,8.33,13.63,1.4,Poor
Hyderabad,11.9,24.69,6.28,29.8,20.53,7.28,0.25,5.6,10.33,0.41,4.69,0.43,Good
Hyderabad,25.5,105.75,49.24,7.99,52.15,10.48,0.6,13.74,41.62,1.5,7.93,0.94,Moderate
Amritsar,246.85,429.36,13.54,32.54,46.08,4.4,2.48,3.22,18.78,28.88,16.74,19.08,Very Poor
Delhi,214.54,420.34,13.1,88.28,86.04,58.31,1.72,25.12,110.29,5.73,14.61,2.06,Severe
Hyderabad,80.9,164.38,4.64,49.25,29.28,15.69,0.89,9.86,34.31,2.71,9.99,2.13,Moderate
Hyderabad,5.38,12.08,1.46,10.03,3.26,3.18,0.08,6.2,37.67,0.15,0.69,0.2,Good
Amritsar,170.13,226.08,15.96,9.88,25.84,13.69,0.29,10.33,5.69,3.94,4.42,2,Very Poor
Delhi,136.24,352.64,25.69,57.13,62.74,34.85,1.54,19.15,79.95,2.38,5.43,0.05,Very Poor
Delhi,29.92,82.28,7.27,36.68,28.78,31.15,0.89,10.22,20.06,1.02,22.4,0.93,Satisfactory
Delhi,101.63,149.9,18.95,18.87,34.86,21.33,6.16,2.75,21.9,2.39,13.2,9.72,Poor
Delhi,135.02,139.12,13.29,33.12,33.94,75.67,12.63,8.22,19.27,1.29,2.25,1.91,Very Poor
Visakhapatnam,8.75,23.5,12.35,26.1,23.98,7.1,0.11,7.65,7.78,1.17,5.83,0.35,Good
Delhi,495.55,640.05,145.45,56.21,163.24,56.68,4.03,17.42,31.76,9.61,67.92,1.65,Severe
Gurugram,55.74,158.72,4.34,13.45,11.38,20.07,0.59,9.35,95.6,6.57,3.2,2.42,Moderate
Delhi,313.92,522.28,156.96,64.27,164.34,58.62,3.78,16.07,35.55,13.69,128.43,6.83,Severe
Delhi,411.35,607.26,152.28,70.76,189.88,64.6,3.91,16.68,33.83,12.25,87.53,5.86,Severe
Delhi,54.01,128.66,6.33,21.05,16.81,29.06,0.97,11.15,29.73,2.03,23.57,0.65,Moderate
Hyderabad,24.55,53.31,3.15,29.17,17.57,10.24,0.37,5.13,9.26,1.25,11.6,1.5,Good
Kolkata,9.97,32.73,3.63,8.6,12.28,10.06,0.32,9.31,40.29,1.26,10.43,0.39,Good
Visakhapatnam,97.5,94,3.4,69.25,36.27,17.45,1.83,10.73,57.83,7.35,12.88,10.7,Moderate
Delhi,45.18,203.84,5.82,18.95,21.6,18.82,0.57,13.29,99.3,1.23,2.59,0,Poor
Hyderabad,78.75,173.62,6.97,66.12,40.53,26.27,1.1,10.01,27.66,3.87,38.38,5.26,Moderate
Delhi,146.21,137.84,11.29,38.91,29.52,28.42,9.06,15.22,32.65,1.81,5.44,1.6,Very Poor
Delhi,64.79,315.66,19.17,32.96,35.57,33.26,0.93,12.03,63.65,1.97,30.69,0,Poor
Kolkata,19.44,43.06,6.44,13.78,20.22,8.76,0.34,3.91,18.79,2.81,11.07,0.81,Good
Hyderabad,30.35,100.81,0.99,17.4,10.04,14.89,0.43,6.64,77.3,0.94,11.68,2.63,Moderate
Hyderabad,35.95,104.5,1.85,31.54,18.23,12.58,0.56,4.94,35.22,0.88,4.96,0.3,Moderate
Hyderabad,23,65,3.25,19.15,15.1,22.35,0.18,3.32,17.08,0.11,0.49,0.08,Satisfactory
Delhi,173.6,329.41,20.26,49.5,46.52,53.28,1.18,19.07,72.28,4.36,20.9,0.4,Severe
Delhi,409.07,623.48,160.04,76.01,184.18,69.96,3.8,15.39,32.72,13.6,79.82,4.85,Severe
Delhi,318.37,559.38,141.88,94,167.39,69.77,4.87,21.73,36.51,14.69,141.26,5.53,Severe
Amritsar,74.76,367.96,4.95,51.32,56.26,52.95,2.11,3.25,8.73,3.84,12.45,26.34,Very Poor
Delhi,190.51,778.85,11.29,24.3,27.25,26.56,0.58,6.8,25.28,1.88,5.54,0,Severe
Chandigarh,15.06,70.69,0.41,9.03,5.06,25.34,0.31,10.05,43.03,2.23,0.35,0.36,Satisfactory
Delhi,59.1,148.96,4.96,24.76,20.04,64.12,0.76,11.75,103.33,1.87,25.24,0.89,Moderate
Visakhapatnam,7.75,24,7.9,26.02,20.25,8.6,0.11,9.38,15.45,0.6,1.9,0.17,Good
Hyderabad,48.25,138.62,3.66,25.3,6.59,13.3,0.13,11.68,57.5,0.02,0.53,0.1,Moderate
Delhi,176.83,346.84,94.71,52.38,120.56,67.46,2.93,33.05,70.17,2.95,5.75,0.08,Very Poor
Hyderabad,13.75,35.25,1.41,13.26,4.09,5.15,0.14,2.78,41.99,0,0.26,0.15,Good
Amritsar,33.58,45.16,13.22,8.79,22.01,11.05,1.03,6.4,6.01,1.72,1.1,2,Satisfactory
Hyderabad,11,27.58,2.35,14.79,9.72,21.88,0.45,5.16,13.32,1.2,0.56,0,Good
Hyderabad,78.42,172.7,8.48,72.59,45.52,14.8,1.36,19.42,25.19,10.96,56.95,11.67,Moderate
Gurugram,53.4,94.06,3.24,13.26,9.99,9.44,1.13,7.06,92.56,4.61,3.8,2.87,Moderate
Visakhapatnam,20.25,113.25,7.6,40.9,27.92,5.97,0.37,9.12,6.25,1.77,2.17,0.53,Moderate
Hyderabad,74.5,94,3.12,11.02,12.73,10.55,0.73,7.47,43.69,1.06,5.02,0.3,Moderate
Visakhapatnam,51.75,81,2.2,19.7,12.27,10.32,0.57,9.97,97.8,1.1,0.98,0,Moderate
Visakhapatnam,6,28.25,2.17,19.82,12.32,8.28,0.11,13.12,22.43,2.1,7.05,1.85,Good
Delhi,128.21,341.72,13.09,46.8,54.04,27.6,1.46,17.79,91.91,5.51,13.31,2.94,Very Poor
Amritsar,240.85,410.35,19.15,48.2,67.35,60.36,0.9,5.67,9.64,3.44,8.64,27.97,Severe
Delhi,310.58,521.02,145.33,75.74,169.38,57.15,3.72,16.78,37.5,11.4,85.27,3.25,Severe
Hyderabad,57.58,148.65,2.12,45.18,25.76,12.32,0.62,19.72,75.11,4.12,28.15,4.08,Moderate
Visakhapatnam,26.25,93.5,19.3,34.15,33.85,7.93,0.82,10.5,1.4,6.6,15.65,5.3,Satisfactory
Delhi,111.28,250.07,11.19,69.1,50.42,38.67,1.32,13.6,56.28,4.43,50.07,0.4,Poor
Hyderabad,23.35,74.44,5.05,20.21,14.86,13.78,0.22,5.42,16.85,0.5,5.11,0.32,Satisfactory
Chandigarh,16.69,88.37,1.34,13.37,8.18,55.74,0.5,11.08,24.7,4.68,0.15,0.86,Satisfactory
Delhi,107.11,154.59,22.53,34.93,39.8,41.21,0.77,8.58,15.19,2.93,14.95,0.09,Poor
Amritsar,27.64,78.09,15.41,8.66,17.77,29.63,0.4,5.44,31.84,2.58,1.6,3.82,Satisfactory
Visakhapatnam,14.25,26,19.02,27.7,30.2,5.75,0.11,4.03,4.35,2.35,6.08,2.08,Good
Delhi,138.76,197.57,15.77,34.55,37.31,31.67,0.95,20.25,33.85,1.66,4.2,0.08,Very Poor
Delhi,54.68,146.25,34.58,67.55,67.39,25.46,1.43,14.03,23.51,2.86,49.87,0.18,Poor
Delhi,223.86,429.02,37.15,81.93,74.98,55.24,2.32,17.6,26.77,8.53,69.55,3.19,Severe
Amritsar,154.05,292.91,4.49,32.65,37.14,58.02,0.77,7.31,40.75,2.78,10.78,25.3,Very Poor
Kolkata,95.9,184.81,19.69,34.66,47.14,23.27,0.47,26.32,88.71,25.6,38.75,3.75,Poor
Delhi,54.8,109.08,22.02,38.94,41.01,33.75,1.08,9.81,24.78,2.56,37.45,0,Moderate
Amaravati,15,31,2.92,8.85,7.07,2.3,0.28,14.95,31.75,0,1.23,0.1,Good
Delhi,145.99,162.89,125.66,47.02,63.62,50.91,1.2,24.52,17.75,1.16,4.26,0.07,Very Poor
Visakhapatnam,24,75,42.03,43.7,57.42,8.03,0.84,8.43,11.93,4.15,15,5.17,Satisfactory
Hyderabad,10.5,44.5,3.16,10.58,11.5,14.1,0.53,2.14,8.26,0.11,0.5,0.06,Good
Gurugram,31.9,120.28,6.88,9.74,12.14,3.52,0.53,9.85,16.52,2.67,4.31,5.12,Moderate
Amaravati,53,78,3.47,16.73,11.75,23.82,0.64,15.53,31.22,0.78,2.38,0.17,Satisfactory
Hyderabad,52.62,193.25,6.52,57.48,14.35,64.35,0.14,41.07,23.08,0.18,5.15,0.56,Moderate
Hyderabad,27,52,13.2,26.82,30.17,27.43,0.57,72.42,47.38,0.38,1.71,0.24,Satisfactory
Hyderabad,31.25,168.62,3.08,16.55,4.53,11.4,0.09,13.99,54.82,0.03,0.85,0.1,Moderate
Amritsar,69.72,147.01,11.11,11.48,21.59,30.39,0.55,7.5,34.96,2.45,3.83,2,Moderate
Delhi,141.8,163.24,21.21,40.22,45.14,75.74,13.97,2.82,31.78,2.22,4.63,1.45,Very Poor
Hyderabad,13.75,59.67,1.89,11.25,3.77,6.15,0.19,5.73,46.25,0.21,1.01,0.38,Satisfactory
Delhi,426.26,614.45,65.65,119.23,124.81,65.76,2.49,25.5,35.78,11.91,58.62,2.59,Severe
Delhi,231.55,367.49,83.72,51.4,98.1,46.69,1.97,10.34,22.58,7.49,36.41,0.53,Severe
Hyderabad,80.46,163,13.45,82.94,54.84,16.35,1.43,11.2,17.2,5.65,17.57,7.78,Moderate
Amritsar,17.56,101.17,21.62,21.55,32.95,13.85,0,5.77,29.65,5.51,0.69,3.23,Moderate
Hyderabad,13.58,52.08,1.86,10.13,3.45,4.15,0.17,7.34,28.06,0.03,0.74,0.43,Good
Kolkata,13.02,37.05,3.67,10.61,14.3,8.6,0.42,4.82,16.36,10.17,18.94,2.08,Good
Visakhapatnam,95.5,156.25,2.98,22.65,14.47,18.7,0.87,17.08,92.6,0,0,0,Poor
Amaravati,7.25,16.5,2.45,8.3,6.45,2.35,0.34,19.33,25.52,0.03,0.9,0.1,Good
Kolkata,88.84,207.77,66.85,95.2,161.98,28.66,1.8,10.12,9.75,32.55,45.04,3.41,Poor
Delhi,207.11,321.02,80.3,34.31,90.42,45.89,1.76,10.42,21.27,6.15,37.66,0.9,Very Poor
Kolkata,16.54,35.92,5.96,24.17,30.13,14.34,0.51,3.83,12.33,21.89,12.08,1.61,Good
Visakhapatnam,65.5,187,9.45,37.85,27.82,7,0.53,8.45,6.07,5.6,19.68,4.65,Moderate
Hyderabad,52.5,88.6,1.92,24.54,12.14,9.56,0.53,6.03,42.44,1.37,4.67,0.16,Satisfactory
Delhi,81.6,327.34,13.35,26.12,25.23,31.65,0.64,10.14,41.25,0.93,19.29,0.16,Poor
Visakhapatnam,12.5,28,9.58,19.18,18,2.25,0.66,2.43,15.18,3.7,8.23,2.87,Good
Kolkata,20.53,47.05,5.15,13.03,18.22,16.33,0.37,10.01,60.49,2.11,6.59,0.54,Satisfactory
Hyderabad,52.75,107.75,4.88,3.88,5.52,10.05,0.92,0.75,38.05,1.33,6.45,1.7,Moderate
Delhi,252.84,398.48,35.22,104.04,88.91,61.86,2.09,23.11,63.26,8.54,50.87,2.36,Severe
Visakhapatnam,29.5,73.25,25.6,44.35,44.4,7.65,1.06,21.3,7.38,5.4,13.6,5,Satisfactory
Visakhapatnam,79,136,1.55,9.85,6.5,17.35,0.81,6,125.8,2.6,3.05,0.4,Moderate
Hyderabad,39.4,52.5,2.4,18.5,11.31,10.55,0.69,7.51,36.17,1.09,8.61,0,Satisfactory
Delhi,318.37,510.23,67.11,70.25,74.51,65.88,2.46,28.46,89.28,8.21,29.83,0,Severe
Amritsar,37.47,326,20.17,52.34,72.51,67.09,1.87,6.99,10.64,3.06,12.14,26.28,Very Poor
Delhi,326.83,485.48,25.54,51.33,50.48,53.3,1.8,11.2,24.95,7.4,25.23,0.38,Severe
Amaravati,12,38,3.25,12.2,9.15,2.3,0.19,21.6,37.83,0.17,1.73,0.1,Good
Delhi,154.6,230.95,84.47,117.74,63.81,77.23,1.26,16.88,84.7,1.3,6.18,0.07,Very Poor
Hyderabad,12.21,28,3.78,16.69,11.67,12.49,0.29,5.77,19.5,0.18,0.94,0.18,Good
Delhi,142.95,182.68,10.48,28.06,27.28,35.24,12.38,3.61,23.78,1.99,3.16,2.53,Very Poor
Delhi,420.27,619.7,70.87,64.92,99.98,51.99,3.18,12.2,26.05,8.48,47.15,1.14,Severe
Kolkata,11.93,23.44,3.78,6.54,10.36,12.95,0.28,5.61,33.7,0.62,4.47,0.2,Good
Hyderabad,24.5,93.83,2.03,20.4,6.25,5.35,0.18,7.11,21.35,0.64,3.35,6.89,Satisfactory
Delhi,308.78,525.63,83.72,64.89,60.55,64.34,2.44,25.61,76.23,7.94,28.52,0,Severe
Visakhapatnam,48.5,89.75,3.42,16.3,11.45,11.23,0.46,10.7,57.83,3.3,6.85,1.42,Moderate
Hyderabad,55,108.5,9.4,29.75,7.17,9.95,0.23,3.2,37.93,0.03,0.13,0.03,Moderate
Hyderabad,66.08,161.25,5.14,58.4,35.22,10.68,0.78,16.23,37.08,3.82,47.04,5.08,Moderate
Hyderabad,17.38,30.19,4.95,19.79,14.06,17.04,0.26,6.06,19.94,0.5,2.04,0.28,Good
Delhi,151.88,440.25,128.69,82.58,130.21,26.63,3.67,17.34,28.6,12.02,36.01,5.06,Very Poor
Delhi,161.04,167.32,84.1,76,34.31,43.27,1.59,28.96,40.78,1.74,4.71,0.08,Very Poor
Kolkata,98.09,193.22,17.62,52.69,70.38,20.25,0.78,28.11,18.96,21.7,21.35,1.23,Poor
Delhi,48.9,164.54,17.81,44.99,57,23.14,1,8.66,58.86,2.22,7.36,1.98,Poor
Hyderabad,50.65,163.38,1.44,34.92,19.63,15.42,0.45,31.48,27.9,2.58,29.89,1.13,Moderate
Visakhapatnam,93.25,94,14.8,72.62,46.42,11.8,1.3,36.28,21.55,11.7,12.92,13.62,Moderate
Kolkata,9.87,20.55,23.64,15.88,36.1,15.05,0.52,3.29,7.66,20.84,7.89,2.62,Good
Kolkata,17.22,34.1,3.24,6.87,10.16,8.86,0.36,5.44,41.06,1.17,8.41,0.6,Good
Delhi,201.73,330.41,18.93,52.02,44.75,71.02,8.12,3.69,13.21,2.75,4.78,3.22,Very Poor
Delhi,120.12,232.38,53.44,87.5,143.85,31.64,2.26,9.18,81.86,7.77,21.08,1.59,Poor
Delhi,425.06,560.28,68.28,57.96,132.89,74.25,1.7,15.56,107.33,5.89,11.32,1.37,Severe
Chandigarh,31.63,67.8,8.38,28.09,23.41,105.88,0.62,13.72,26.23,5.68,0.12,3.79,Satisfactory
Delhi,173.12,269.58,10.65,20.84,27.8,22.2,8.76,9.75,31.46,2.1,7.89,1.54,Very Poor
Hyderabad,9.17,16.4,3.03,9.12,6.2,16.08,0.28,3.88,14.8,0.04,0.34,0,Good
Amritsar,15.22,29.85,19.54,14.65,31.78,11.71,0.78,6.68,43.02,1.34,1.69,2,Good
Hyderabad,525.62,115.75,3,0.59,2.86,10.17,1.18,3.68,39.98,1.3,7.11,0.94,Severe
Hyderabad,20.62,55.92,5.72,23.46,16.58,15.9,0.43,9.75,10.18,1.98,5.41,8.26,Satisfactory
Delhi,552.53,684.58,148.07,61.21,169.22,63.24,4.26,19.83,37.88,10.61,79.35,3.85,Severe
Delhi,22.01,65.53,9.15,22.53,22.1,26.14,0.76,12.3,29.38,1.37,21.26,0.02,Satisfactory
Kolkata,86.92,193.49,60.37,83.82,144.05,27.6,1.64,15.68,7.2,35.41,46.96,5.54,Poor
Amritsar,62.29,130.9,25.94,17.01,42.95,2.3,4.32,7.68,19.22,4.2,7.78,14.75,Poor
Amaravati,31.5,46.5,2.67,14.43,9.77,14.93,0.68,13.75,30.4,0.65,4.33,0.28,Good
Kolkata,127.64,260.29,7.76,29.68,37.37,27.31,1.04,6.9,34.93,24.56,29.8,0.91,Poor
Delhi,57.33,91.83,7.85,28.29,24.26,40.7,0.8,10.42,46.97,2,20.5,24.12,Moderate
Delhi,126.65,171.74,20.54,40.61,56.54,46.94,1.29,11.93,37.33,2.24,5.7,0,Very Poor
Delhi,67.59,217.02,5.94,27.04,19.65,36.19,1.11,13.92,81.19,3.03,26.74,0.06,Poor
Amaravati,32.25,56,1.3,26,14.93,2.9,0.65,11.85,26.48,0.08,1.98,0.23,Satisfactory
Visakhapatnam,65,117.75,3.8,14.3,10.7,15,1.08,10.1,28.73,3.57,6.2,1.38,Moderate
Hyderabad,13.21,34.55,3.12,12.86,8.1,13.24,0.36,6.06,19.59,0.1,0.63,0.09,Good
Delhi,269.72,391.02,120.05,33.4,131.37,67.08,1.93,15.47,123.33,5.39,15.57,0,Severe
Gurugram,35.26,65.19,3.77,8.84,9.33,6.63,0.5,6.24,79.47,2.43,4.33,2.67,Moderate
Delhi,366.7,539.35,93.99,45.79,138.5,77.02,2.98,25.46,81.88,11.08,39.24,0,Severe
Hyderabad,36.71,76.15,8.98,27.41,20.28,10.36,0.67,3.24,12.09,3.15,11.55,2.47,Satisfactory
Hyderabad,62.5,134.05,79.51,96.9,115.11,53.04,1.46,39.33,9.22,6.45,80.08,7.04,Moderate
Delhi,197.37,314.44,24.17,48.72,70.58,62.16,1.46,26.56,55.48,2.72,4.78,0,Very Poor
Delhi,338.53,624.45,40.52,75.51,108.51,69.87,1.88,26.14,110.74,6.53,17.75,0,Severe
Chandigarh,16.84,37,1.29,8.55,5.5,38.2,0.43,5.96,10.34,3.36,0.12,0.85,Good
Hyderabad,30.79,83.65,9.52,24.26,19.33,16,0.37,6.73,17.48,1.88,6.3,2.54,Satisfactory
Kolkata,91.23,180.8,10.71,32.42,43.05,20.81,1.22,7.1,29.65,26.26,34.24,0.98,Poor
Delhi,72.36,88.48,7.93,28.62,19.27,28.74,12.25,13.13,19.78,1.44,3.22,1.96,Poor
Visakhapatnam,42.5,178.5,4.88,32.5,21.25,4.22,1.15,13.62,11.65,3.03,4.42,1.15,Moderate
Kolkata,44.74,76.09,4.67,15.28,19.95,9.04,0.41,2.23,25.62,5.88,8.64,3.26,Satisfactory
Visakhapatnam,81.5,146.5,14.58,70.45,49.3,9.4,1.51,0.78,16.77,10.38,30.9,9.47,Moderate
Visakhapatnam,42,57.25,3.8,7.68,6.6,23.85,0.5,6.1,165.25,1.82,6.55,0.38,Moderate
Kolkata,112.99,219.5,8.6,36,44.53,24.25,1,15.78,94.37,24.49,30.94,1.26,Poor
Kolkata,106.14,195.15,21.49,37.65,59.05,22.57,0.7,16.96,23.08,31.22,38.74,1.72,Poor
Hyderabad,19.06,35.06,1.72,28.99,16.7,12.37,0.27,8.51,16.81,0.44,5.85,2.95,Good
Hyderabad,47.38,90.62,3.86,38.07,9.37,13.08,0.22,7.94,26.6,0.06,0.71,0.18,Moderate
Chandigarh,10.57,38.33,0.7,7.06,4.26,34.05,0.42,9.01,22.14,3.03,0.09,0.92,Good
Amritsar,36.79,64.64,13.65,9.08,22.73,11,0.24,5.51,12.41,2.47,1.13,2,Satisfactory
Delhi,95.67,319.33,32.18,46.68,80.66,18.01,1.31,10.79,68.32,5.29,14.18,4.32,Poor
Delhi,182.78,287.9,50.05,53.03,78.76,44.91,22.66,6.47,31.83,6.87,29.07,5.5,Very Poor
Patna,36.56,94.02,37.39,46.12,53.49,12.8,1.71,12.34,16.24,0.6,4.11,0.3,Moderate
Delhi,49.03,127.1,32.74,25.46,39.27,27,0.69,10.75,16.26,1.93,23.45,0,Moderate
Amritsar,37.62,88.72,19.9,11.15,25.15,11.36,0.7,4.84,16.48,1.3,1.1,8.82,Satisfactory
Visakhapatnam,110,179.5,42.23,131.9,104.47,17.82,2.84,23.65,16.68,11.32,26.43,9.28,Poor
Kolkata,16.61,29.02,6.89,19.06,25.9,16.98,0.44,3.22,12.59,21.81,15.17,0.95,Good
Delhi,311.59,575.5,245.5,125.45,236.07,90.78,5.76,42,137.57,14.84,56.27,8.28,Severe
Delhi,251.89,435.61,10.38,52.95,54.7,31.17,0.96,53.22,180.9,5.75,14.13,6.47,Severe
Amritsar,31.55,97.41,14.47,16.64,31.11,10.41,0.51,113.32,36.7,3,2.13,8.63,Moderate
Delhi,355.68,501.33,148.52,56.9,32.63,99.01,2.66,20.02,78.63,9.97,36.09,2.5,Severe
Delhi,67.95,159.57,9.19,29.37,33.69,33.26,1.37,8.79,63.96,0.94,2.76,0.26,Poor
Hyderabad,12.45,30.06,3.07,21.46,13.6,24.4,0.22,6.05,12.05,0.39,1.63,0.04,Good
Delhi,120.48,194.31,38.91,45.73,60.8,43.5,1.2,10.69,17.86,4.25,30.42,37.52,Poor
Amaravati,70,97,0.8,9.9,5.9,16.95,0.71,19.7,33.9,0.6,0.95,0.1,Moderate
Chandigarh,6.14,25.46,0.34,9.57,5.22,28.06,0.27,7.51,35.79,2.15,0.07,0.77,Good
Visakhapatnam,157,280.5,4.6,40.62,25.35,26.75,1.51,24.2,70.3,6.78,16.68,3.55,Very Poor
Hyderabad,7.56,18.5,1.91,17.97,11.12,7.77,0.19,10.14,16.25,0.17,0.59,0.02,Good
Delhi,53.82,289.01,23.7,23.92,32.86,39.25,0.91,9.23,20.99,1.59,11.32,0.19,Poor
Delhi,152.23,236.3,27.22,53.09,41.9,47.96,0.73,13.58,59.6,0.61,1.45,0.06,Very Poor
Hyderabad,11.44,29.5,2.07,9.16,6.29,4.03,0.47,4.91,12.39,0.07,0.41,0,Good
Kolkata,11.2,31.18,3.86,7.35,11.25,10.6,0.33,6.31,42.65,1.49,12.42,0.54,Good
Kolkata,26.5,53.62,2.53,8.56,10.83,9.32,0.39,4.64,30.57,15.73,5.45,2.92,Good
Delhi,59.27,298.48,8.62,28.25,22.89,40.78,1.05,11.71,87.15,1.45,10.17,0.1,Poor
Delhi,85.64,160.19,8.96,18.11,20.44,22.59,7.78,6.17,37.34,0.83,3.04,9.68,Poor
Visakhapatnam,44.75,180.5,8.9,34.73,25.67,7.15,0.69,6.17,13.8,8.07,10.4,3.48,Moderate
Delhi,48.62,178.6,34.69,84.85,75.7,25.72,1.97,15.77,30.9,3.44,36.82,0.39,Poor
Delhi,140.89,174.43,17.29,30.26,45.02,81.14,12.11,2.28,39.84,3.29,8.53,12.46,Very Poor
Amaravati,18,38.75,1.23,11.02,6.88,8.88,0.48,0.4,30.1,0.1,0.65,0.15,Good
Hyderabad,55.67,109.25,1.2,21.66,12.25,15.9,0.46,5.25,72.13,1.17,8.11,0.62,Moderate
Delhi,305.76,453.8,24.18,58.29,3.71,49.46,1.16,23.89,43.64,5.51,14.3,0.27,Severe
Hyderabad,93,124,3.88,23.44,25.76,10.45,0.84,14.21,23.84,1.32,4.49,0.28,Moderate
Delhi,152.44,281.66,15.49,38.86,48.69,39.42,1.14,12.75,60.6,2.14,3.82,0,Very Poor
Amritsar,182.52,367.09,17.09,10,27.1,12.89,0.76,8.67,3.38,3.93,5.15,2,Very Poor
Delhi,183.37,272.5,30.7,55.15,58.57,48.66,1.28,15.48,18.62,4.23,26.78,0.98,Very Poor
Hyderabad,25.17,82.75,4.1,26.89,8.83,5.45,0.23,8.72,18.77,0.82,5.89,4.25,Satisfactory
Delhi,31.92,91.96,4.83,16.48,13.53,26.75,0.71,11.99,89.39,1.03,15.5,0.02,Moderate
Delhi,347.08,504.05,66.34,67.32,90.88,64.49,2.73,10.47,25.92,7.62,44.28,1.25,Severe
Delhi,126.94,131.83,8.98,22.55,22.96,44.42,10.2,5.3,11.47,2.34,3.26,2.45,Very Poor
Hyderabad,78,139,9.88,53.92,11.2,27.57,0.34,44.05,42.2,0,0.15,0,Moderate
Visakhapatnam,80.75,145.25,4.35,82.3,43.33,12.35,1.56,13.42,61.15,8.5,13.55,12.43,Moderate
Delhi,286,461.48,196.9,69.98,195.22,68.28,4.21,17.16,31.48,8.75,82.59,9.22,Severe
Hyderabad,12.38,31.75,1.62,11.88,7.63,5.86,0.26,3.24,17.58,0.1,0.52,0,Good
Delhi,193.28,299.33,24.84,53.81,51.51,41.81,1.75,11.34,22.29,6.16,38.68,0.81,Very Poor
Kolkata,20.18,33.54,4.87,17.67,22.54,11.06,0.58,2.37,32.5,20.38,23.97,3.85,Good
Amritsar,43.2,73.81,16.44,9.02,23.95,12.44,0.75,13.38,22.14,1.58,1.91,2,Satisfactory
Amritsar,54.06,158.36,13.26,9.97,17.27,26.59,1.2,9.54,31.84,6.76,2.35,15.62,Moderate
Delhi,372.85,502.69,97.88,59.65,122.54,48.61,2.53,12.67,14,8.44,65.76,2.56,Severe
Delhi,89.34,136.58,21.79,42.68,42.55,36.97,0.98,11.65,18.44,2.55,15.1,0.03,Poor
Hyderabad,56,94,15.83,99.27,20.05,39.82,0.45,57.1,15.95,0.05,1.5,1.28,Moderate
Delhi,198.09,787.76,9.15,20.37,22.44,20.27,0.49,5.63,21.48,2.14,15.69,0,Severe
Delhi,370.52,509.97,30.44,75.93,70.62,56.34,1.84,23.43,57.38,8.91,35.49,2.51,Severe
Delhi,409.31,499.52,170.22,47.88,165.7,54.25,3.73,18.48,33.93,11.8,85.65,1.85,Severe
Delhi,240.26,502.4,17.08,41.85,49.18,139.42,14.17,2.5,39.8,7.61,16.82,6.81,Very Poor
Delhi,600.87,863.16,74.51,55.09,121.54,89.78,2.94,12.76,38.84,6,16.94,0.06,Severe
Delhi,38.76,146.62,5.98,19.68,16.3,23.76,0.79,11.91,90.44,1.28,22.11,0,Moderate
Delhi,275.53,416.46,38.36,60.88,68.08,55.57,1.9,15.17,34.27,7.25,39.8,2.59,Severe
Kolkata,135.47,259.47,14.15,77.79,91.84,24.8,1.38,10.85,21.03,16.94,28.9,2.68,Poor
Delhi,395.25,531.77,187.74,68.98,221.88,63.49,3.87,17.12,39.06,14.32,90.67,3.35,Severe
Delhi,38.62,92.32,17.15,35.92,44.29,43.97,0.98,9.81,29.54,1.13,1.95,0,Moderate
Delhi,277.06,423.91,134.37,50.12,165.64,58.09,2.93,13.89,28.33,9.08,61.52,1.78,Severe
Chandigarh,29.47,38.81,0.81,11.75,6.83,41.09,0.33,5.35,15.22,3.5,0.27,0.23,Good
Patna,87.73,120.7,37.17,23.14,59.71,28.06,2.38,7.47,20.33,1.25,0.71,3.62,Poor
Amaravati,24.25,40,1.57,14.83,9.18,16,0.59,13.2,39.92,0.32,1.7,0.1,Good
Delhi,140.88,323.67,36.66,71.73,104.38,32.4,4.58,14.06,79.65,7.86,33.81,7.82,Very Poor
